twitter_user,followers
BruMarquezine,8776248
oatila,1052667
eurenesilva,215789
franceinter,1546105
RevistaEpoca,2770880
recordtvoficial,4826135
belivaldochagas,5415
RenanFilho_,29326
Jujuca1987,119770
LANACION,3489457
CNNBrasil,888773
AgenciaTelam,646522
elmundoes,3753401
SantiCafiero,236762
SabinaFrederic,67425
BrazilBrian,44470
fernandogallo,3454
LemusteleSUR,16996
bollemdb,150885
CamiloSantanaCE,115634
AsambleaCuba,63684
laressa,62944
JamilChade,93397
DIEZEIT,356599
MonjaCoenReal,18379
IndustriALL_GU,16546
FESonline,25070
fotermin,10386
NowaboFM,44175
nikhilgoya_l,15756
FahimiYasmin,808
b_riexinger,36557
dieLinke,299940
Spolitik,54186
GuyRyder,28457
OITBrasil,4111
RTSinfo,142997
DariusRochebin,114666
_lucasfigueired,2797
GusLanzetta,29246
RemiFeraud,18089
UNCTAD,170681
franceinfo,1681299
luisamarilaccc,16193
KastingCarolina,17923
PaulineVeron,11826
ACORDEBARD,12582
EnricoLetta,573715
dassouline,28053
mariabopp,112590
PCF,51559
Fabien_Rssl,16745
Denis_Baupin,17386
PSEinfo,8194
EHESS_fr,32362
WIL_inequality,11155
PikettyLeMonde,152867
wccpilgrimage,4072
OlavTveit,4785
Oikoumene,29115
ParisEnCommun,10409
cgilnazionale,73281
robersperanza,92181
BabuSantana,1091083
arletesampaio,7526
conectas,18354
renatasouzario,38517
justicaglobal,17389
UOLPolitica,75146
leandraleal,853094
Nandacostareal,592284
AroeiraCartum,40367
chaysuede,1628371
BernardoMF,158837
tati_bernardi,305166
ReginaCase,1353863
reinaldoazevedo,874619
g1politica,295296
felipesantacruz,1805
GreenpeaceBR,1902165
pefabiodemelo,8043338
sextaNoticias,1150325
zdoficial,446215
souguereira,28272
professorabebel,3124
odaircunhamg,3698
edugoldenberg,22080
linsaquiles,5917
meteoro_br,135182
ObjetivoLaSexta,341867
laSextaTV,1034014
WHO,8201066
obede,1444
_anapastor_,2059558
rtve,1178489
TV_Publica,963038
vozdacomunidade,406929
bellagoncalvs,11847
andreiadejesuus,12304
FalabellaCida,21754
boye_g,209822
BrianMteleSUR,5103
prof_rosaneide,9277
ninaturner,372907
TheOliverStone,162560
RodLago,31926
oguardingo,10047
ganyet,37246
krystalball,390346
sunraysunray,77297
WalkerBragman,38839
kenklippenstein,300553
tmbsfm,35425
silveropereira,30130
JacobinBrasil,21665
BrasilWire,17234
Daniel_IV_,5295
NomikiKonst,132071
GravelInstitute,193146
martin_caparros,172349
harari_yuval,347762
DanielYergin,24678
depzeneto,10242
deppauloguedes,7811
DiazCanelB,358428
maisa,8680330
whindersson,17104947
folha_poder,458469
fmei7777,76786
JulianAssange_,203494
BBCBreaking,44923471
CNN,49494904
nytimesworld,2065519
cnni,11089970
WSJ,17954771
AP,14376711
Reuters,22234588
ForeignPolicy,1135051
MarkRuffalo,6756593
g1brasil,493581
CNJ_oficial,868181
NoticiasONU,318619
ONU_es,1592294
bbcmundo,4072110
CorteIDH,391630
ONU_derechos,791047
EFEnoticias,1802567
AFPespanol,449641
CNNEE,18949383
BBCNews,11191239
guardiannews,3358445
NetflixBrasil,10111307
jonleeanderson,64023
FranciscoProner,618
carlosgabas,2230
jenarovillamil,534184
alexalmeidapt,1144
aureacarolinax,79363
lucindaelisa,18580
LEBasterra,13356
Martin_M_Guzman,158684
LicDanielArroyo,123348
larrouturou,39881
zeluizlhesdiz,132935
paulonbjr,6130
alferdezprensa,276956
soutamires_sp,4660
PatrickLeHyaric,13162
maritegon,13395
ZSantossaz,42370
ilo,167765
UNICEF,8352810
Moreno_Veloso,5345
zecapagodinho,487356
Dep_ZeCarlosPT,4395
tuliogadelha,133382
naiaragg,8080
TerezaCruvinel,28034
vluxemburgo,509373
WilsonRamosFil3,1941
albertocalmeida,37182
ValeskaZanin,3005
LuisCValois,66275
LenioStreck,36257
Alma_Preta,75749
TwitterMoments,797132
TssiaC,21121
wikileaks,5610047
randolfeap,180962
leonardo_stoppa,25844
Marcelodedois,1106404
TUCGlobal,11450
RafaelValim7,8118
Savagefiction,137199
jmgermain,13457
obsclima,49949
SamCowie84,15173
Underground_RT,29568
lelispatricia,132253
martasuplicy_,64317
JoaoCampos,5334
tsipras_eu,314465
MussumAlive,202213
Jefferson_PT,4799
Omardeideais,8874
FAO,389063
GarciaLinera,29699
AdaColau,910585
People4Bernie,238676
k_satyarthi,2191055
ponchohd,1858988
CarlosLupiPDT,14884
catarina_mart,84487
Debora_D_Diniz,142270
robertinocarles,33570
nelsonhbarbosa,28034
LiraNeto_,27622
RoKhanna,216489
MMFlint,6093176
GretaThunberg,4156478
UAW,61387
GaelGarciaB,2504993
brutofficiel,575236
cacassao,281
UKLabour,883359
jeremycorbyn,2429158
AnaTeresitaGF,18342
aliciabarcena,30916
joseggusmao,12264
Almagro_OEA2015,1430033
EmersonAnomia,77007
JustinTrudeau,5111970
SenWarren,6097552
giulianopisapia,317526
KatrinaNation,183059
Dmartinez_uy,132240
flaviovmcosta,9880
UOLNoticias,3416343
rtppt,509901
BardoOmar,67354
FRANCE24,3416750
AttuchLeonardo,70856
dudabeat,65581
jdornelles,11657
PKlugman,7263
RobiBaradel,82549
CTAok,41180
Paris,2126687
Anne_Hidalgo,1501170
ActualidadRT,3530240
PortalMigalhas,73561
eduardomoreira,145519
JanjaLula,43370
paulocoelho,15513450
compartycanada,19327
PCO29,16193
brunnosarttori,176190
biazitagomes,18565
ProgresaLatam,33384
hilde_angel,92593
sulvinteum,35200
congemfoco,246880
ONUMulheresBR,28682
antonioprata,286810
sensacionalista,2133374
Metropoles,308089
PDT_Nacional,115142
djamila_ribeiro,3646
Snowden,4317872
SenadoFederal,998478
NPTO,63280
alessandromolon,299962
samadeu,22946
anaprestes,4658
fernandosolanas,314291
ufabc,6384
MarinaSilva,2082227
socioambiental,61525
ALeaument,28957
deputesPCF,10883
AQuatennens,92803
operamundi,73622
FabioAssuncao,143458
PauloCamara40,15420
laurentinogomes,99448
will__grant,7512
amandafaudi,129481
fredmelopaiva,50219
fernandeznorona,397693
grcarmonac,16901
mbompard,39787
FranceInsoumise,105796
NaomiAKlein,654269
MaraTellesReal,45923
carlosveraspt,4369
vijayprashad,51299
felipeoabrj,71930
pagina12,362412
delRioPilar,39774
alferdez,1855522
mombojo,23903
guardian,9031948
Independent,3312718
mari_une,715
MayoralRafa,102876
pirescarol,51305
psolnacamara,51664
joseamerico_sp,4649
LatuffCartoons,106306
DanielaLima_,152001
domphillips,26918
camposmello,172610
JesseSouzaecht,78359
bragasonia,84617
FabioPorchat,8743761
Estadao,6870153
UOL,1688176
valoreconomico,2389920
JornalOGlobo,6489865
correio,774462
washingtonpost,16208756
TheEconomist,24937150
Poder360,82213
AOC,8228984
franca_rodrigo,122047
piedadcordoba,758455
JohnMAckerman,828279
mariomagalhaes_,55874
aniellefranco,93337
jacobinmag,298578
demori,260120
GUENGL,38003
Hugo_Gutierrez_,126502
FaleiroAirton,5453
spartakusvlog,54142
tutameiatv,829
Guizadotronix,2102
carolproner,16817
stedile_mst,31896
MilaBelitardo,626
UFCW,85735
astridfontenell,1161947
barbaragancia,538124
brunogagliasso,4995026
vaticannews_pt,75810
negrobelchior,18242
hanakhalil,261350
spiegelonline,491092
folha,7539958
PSBNacional40,146014
g1,11574752
hrw,4427947
monica_benicio,48495
chico_pinheiro,419457
Glauber_Braga,174947
freibetto,52387
taisdeverdade,2530478
olazaroramos,1265965
BBCWorld,28732713
anistiabrasil,39011
patriciapillar,145303
_michaelbrooks,102023
estebantavares,298774
raelepronto,163241
ken4london,42993
FernandaTakai,120622
chicobarney,314481
luizaerundina,203697
lauraabcarvalho,165171
simaopedro_SP,8720
julianapt,6677
renatorabelobr,14275
BresserPereira,12794
caetanoveloso,930546
jilmartatto,10264
fiotioficial,63694
BernieSanders,12794091
DanteCampana,352
zerotoledo,93840
GuajajaraSonia,89571
HaddadDebochado,171210
detremura,476923
safbf,191769
el_pais,7698854
monicabergamo,1556873
florestanjr,69196
carlajimenez9,11792
juarezvero,22100
DeMasiD_,4877
psol50,389938
petracostal,203807
mariagadu,2674735
semagrotoxico,1187
humanite_fr,378774
mzconteudo,7730
briebriejoy,295976
niralima,8834
miklospaulo,95972
observatorio,573840
kmendoncafilho,86901
theneedledrop,733348
samiabomfim,332445
BetoFaroPT,6228
CelioMouraTO,3805
freianastaciopt,4151
LuizianneLinsPT,18085
UdoBullmann,8791
BrunoRguezP,119562
condegustavo,18125
senadorjpprates,9467
AlencarBraga13,9717
ChicoCesarOf,10191
UGT_Comunica,42531
gleicidamasceno,521141
Trom_Petista,31679
alexnero,334053
ComiteLula,6500
danibacedo,15183
fhollande,2289802
PabloIglesias,2593918
sanchezcastejon,1448968
PSOE,802415
PODEMOS,1508408
abjdbr,4668
MulheresPT,2225
MonederoJC,582195
lugo_py,35099
Mov5Stelle,702762
MiguelSRossetto,4171
AntiCast,81595
MartinSchulz,688033
nytopinion,766262
UNHumanRights,2981236
KofiAnnan,263747
UN,12792560
FreeLulaBrasil,2246
leitorubin,34396
repubblica,3025088
monjacoen,5356
mayrasmendoza,147466
pietragallahora,64821
grisici,986493
bethcarvalho,9299
mc_caroloficial,362536
CaravanaSAB,124
arnaldo_antunes,264031
gualtierieurope,52299
LaurenceCohen94,5809
labourfplam,1967
danielamercury,876261
JorgeGlas,444980
pitinruizaragon,4125
Leoni_a_jato,168784
TatiQBOficial,769764
lopezobrador_,7389845
ricodalasam,23860
andrefrateschi,14986
JuanGrabois,150039
Floragil2222,232569
bbimbi,63253
thaideoficial,63935
Cecillia,146784
lab_fantasma,79031
lemondefr,8876534
oteatromagico,148945
chico_psol,241428
mariellefranco,51838
caitomainier,275566
gabmariotto,36314
raullsantiago,117593
MRE_Bolivia,71537
MarceloFreixo,1451871
natbonavides,45671
democracynow,763149
mrdannyglover,1264562
julianopsol50,55441
ericcoquerel,59170
Frente_Amplio,104625
editoraboitempo,43163
Juninhope08,942282
rappinhood,56503
Toens_NRW04,1267
pameaguirre1,34386
moemagramacho,5533
luizcoutopt,13315
josiasgomesba,6150
depmarcon,7857
deciolimapt,14462
RubensOtoni,8161
JoseAirtonPT,6147
depluizsergio,3882
cepal_onu,423688
FAOAmericas,87312
NicolasSarkozy,2331594
JLMelenchon,2172601
faosfsafrica,8500
EnriqueYeves,4331
pvillegas_tlSUR,182790
mbachelet,754739
PrensaMadres,84510
ONUHumanRights,449945
OEA_oficial,1151765
NielsAnnen,12910
Kicillofok,1196491
victorsmaria,75936
c_cardenas_s,169977
vwinstonv,1229550
CubaMINREX,132995
DanielRibeiro,6916
juanabalmedina,211907
larroqueandres,97071
EdgardoDepetri,39576
gabicerru,255945
jose_mentor,2630
cyngarciaradio,222037
cbritezmisiones,26028
tmorello,768069
uczai,14954
PES_PSE,69807
asbahias,5766
LaisBodanzky,14439
vanderloubet,7070
UniCiudadanaAR,187846
GuillaumeLong,102347
luizmarinhopt,12239
mcashmanCBE,23920
dedelvecchio,13019
rubenspereirajr,18500
seguimos_lucha,1003
AndreteleSUR,6527
AndreQuintaoPT,4514
TeresaCristina,76716
StelaFarias,6433
claraaverbuck,82873
filippioficial,1873
MomentsBrasil,680536
manuelzr,151388
TwitterBrasil,2198606
MAB_Brasil,9387
joaolucioavotf,17166
Insulza,25438
mah13MC,40228
TopolanskyLucia,16885
linobocchini,11293
estechefernando,19905
PauloAbrao,112230
RaulSendic_uy,77237
MarivoneLula,26853
Luis_Delia,241166
vlnieska,2259
jmkarg,53462
ErikaOSanoja,254279
AliciaCiciliani,16258
NiltoTatto,11523
MPP609,29537
ALZIRALOPES18,17432
alexmono,1823
RoLuchsinger,16080
manucaferreira,7771
MariliaArraes,33252
hamenteslivres,35540
PretaGil,5395871
pdralex,22409
GabyAmarantos,367680
AnnaLuGama,18576
kallilolv,24579
joomikhail,24213
DrFernandoOrtiz,9216
anavilarinol,24665
ricardope,36518
EsquerdaSE,1000
pahega,22339
Lelecoutz,26307
ptbahia,8448
ptnaalba,3005
DilmaResiste,65248
delucca,227567
AndradeeRoberta,15703
Florisrs,12689
olivaluiz,2986
Eliane_Aquino,7671
tvebahia,142478
depjoaodanielpt,7595
ElzaSoares,73882
karinabuhr,48368
tuliparuiz,69989
Liniker,65611
JohnnyHooker,86346
Hendrix_Careta,17406
izzynobre,150932
anterogreco,657485
ilmaroficial,99475
asa_brasil,2788
portadosfundos,1920112
euclarice,828468
joaobrant,2438
biawabramo,2838
AlfredinhoPT,2409
geledes,56397
joutfuckinjout,384545
Prascidelli,1734
wdiaspi,16633
DonizetiPT,9631
saguasmoraes,9725
falavalmir,628
ElismarPrado13,418
aidarhumberto,2218
davidmirandario,356149
PrensaPEsquivel,77110
smabc,4511
CUTsaopaulo,6257
ValterSanches,1250
aosfatos,227454
achinaglia,10470
TareckPSUV,1344661
MariaClaraSpine,20957
pablomiyazawa,21816
mmlamoyano,127473
Alice_Portugal,24892
Twitter,58295425
nelsonpelegrino,13901
DepCaetano,3957
DepValmir,8526
MariaRita,1288717
_andresanches,17897
agencialupa,176545
gabesimas,103897
lidicedamata,50250
andreolifelipe,3446952
elizondogabriel,18957
BLOGDOMENON,30569
chico_dangelo,16290
depzegeraldopt,62454
JFMargarida,63336
heldersalomao,42774
GivaldoVieira,7825
JulianaBrizola,21884
GabrielaEsPais,356174
sputnik_brasil,36203
BentivogliMarco,29474
miriammarroni,5236
fernandomarroni,8339
HenriqueFontana,61175
BohnGass,40571
ConclusionRos,24396
Sabbatella,320829
InfoNodal,93580
CrisAlvarezRod,68210
movalente,1467
amandaramalhos,186672
DepMarcoMaia,36166
anacanas,74091
JLambanM,21664
RaimundoAngelim,5916
hectordaer,9658
IvanValente,229052
HugoYasky,118196
pablogentili,28032
danielscioli,1408554
FilmusDaniel,359816
suterh_osperyh,6156
JorgeTaiana,106721
UMETeduar,11631
_CLACSO,61667
trottanico,116873
granovskymartin,48661
julian_colombo,2746
bicmuller,245361
BarackObama,121491653
anaperugini,4316
Karolconka,547884
criolomc,595491
FeCastanhari,7097227
antonioguterres,1005554
palmeriodoria,86538
BlogdoMiro,81921
maria_fro,40275
BlogdoJuca,602916
manobrown,806339
lecibrandao,81659
poetasergiovaz,46869
tiao_viana,33814
realrcoutinho,224791
JacksonBarreto,15036
bicogiu,1530
zeca_dirceu,78934
Belluzzo_p,36858
andrekamai,3016
MarcioMacedoPT,9575
fatimabezerra,123928
josepimentel,18858
vitortcartoons,3054
dimasroque,2179
dep_padrejoao,12437
depleomonteiro,8358
nocautefm,9459
LannesDelRey,1081512
LulaMarques,16481
JucaKfouri,240431
ManuelaDavila,1064721
jsgabrielli,5873
FR_BSB,279515
minc_rj,95464
CarlosZarattini,40082
camaradeputados,949648
NabilBondukiSP,6278
mediumbrasil,6914
VladimirSafatle,13293
NexoJornal,548024
SenSanders,10135001
Ruicpimenta29,9895
marcelorubens,828710
torturra,66887
JuanManSantos,5511089
AfonsoFlorence,16652
depjorgesolla,29957
marciatiburi,112174
LaerteCoutinho1,270212
ottomatopeia,19556
artebrasileiros,31205
CamilaPitanga,827745
brumelianebrum,323205
VICEBRASIL,150904
CNBBNacional,95498
DomOdiloScherer,112425
lpjnacional,2197
fgmorais1946,2530
joaopaulomst,4800
PabloCapile,13220
pablo_ortellado,27675
EPN,7371948
NicolasMaduro,3827225
sanchezceren,123757
unasur,101373
abuelasdifusion,293940
LeoDiCaprio,19357601
DiegoAMaradona,196898
RaonyPhillips,214129
Os_Mixs,56964
paulaodopt,6945
assis_carvalho,6207
revistacalle2,1140
SigaPepeVargas,16549
PaolaCarosella,1424347
deputadoadelmo,5305
senadorpaulor,45604
nytimes,47135465
ultrajano,99532
tvcamara,144510
PortalCTB,8521
UJSBRASIL,38810
ldowbor,9689
ZeKley,2204
ricardoberzoini,47430
revistapiaui,1500710
UNESCOBrasil,178530
NacoesUnidas,60834
gilbertogil,2583048
tvsenado,42663
MiguelNicolelis,81579
KennedyAlencar,306696
Patrus_Ananias,15488
JotaInfo,225135
Declaracion,689931
Lenin,1046237
diImabr,1151049
elpais_brasil,716481
dw_brasil,165195
RitaLisauskas,78458
bemvindo_ator,25841
cbaraodeitarare,13057
MarcioPochmann,50744
levantepopular,18376
brasildefato,166772
emirsader,145740
MashiRafael,3710636
Pontifex_pt,4904630
bbcbrasil,2642120
emicida,1583830
BRICS2015,22560
theintercept,840930
jucaferreira,10356
AJEnglish,6337728
agenciapublica,207785
revistaforum,312225
zehdeabreu,486083
renato_rovai,79545
ReginaSousa_01,8711
Corinthians,6127272
ptbrasiI,34480
CFKArgentina,5907036
Pontifex_es,18447458
jeanwyllys_real,895658
PatoCorporation,64379
ocafezinho,36377
VIOMUNDO,163904
eduguim,85802
rvianna,107058
stanleyburburin,81695
turquim5,55486
requiaopmdb,247494
teleSURtv,1924580
evoespueblo,1110723
czmartins,95472
FUP_Brasil,10023
Bob_Fernandes,288752
flaviogomes69,168318
leandrofortes,25000
pimentelminas,21972
pmoreiraleite,45944
blogdosakamoto,423333
LeonardoBoff,286119
gduvivier,1432260
ggreenwald,1516551
pontejornalismo,79802
ACNURBrasil,174770
reporterb,197855
GuilhermeBoulos,997444
democracianoar,129
DCM_online,221239
ptalesp,5679
tarsogenro,141354
JornalGGN,64880
EmidioDeSouza_,6457
orlandosilva,57606
lucianasantos,13318
PCdoBnaCamara,10469
ptsaopaulosp,9926
CNMCUT,2209
FlavioDino,487761
elikatakimoto,184696
cynaramenezes,247371
luisnassif,313675
dasilvabenedita,93506
enioverri,39572
_Justificando,29663
vladimirherzog,3923
ernestosamperp,363612
grazianodasilva,29866
PCdoB_Oficial,260685
redeTVT,34998
tijolaco,141356
UNAS_Heliopolis,366
JornalismoWando,145652
TheInterceptBr,753038
catadoresmncr,1501
ConversaAfiada,634246
justopratodos,429
xicosa,1569815
ENFF_Oficial,1457
padilhando,162739
paulofiorilo,2818
RogerioCorreia_,62469
sibamachado13,12676
jorgeviana,66328
esuplicy,493115
carinavitral,26456
HootsuiteBR,26090
verified,2998779
lindberghfarias,352293
ReginaldoLopes,28843
ForodeSaoPaulo,10890
cartacapital,2015786
Ticostacruz,263983
FlavioRenegado,4538
frentebrasilpop,17843
sejademocracia,8287
PTPaulista13,17766
mtst,76229
MST_Oficial,165209
CUT_Brasil,89045
wadih_damous,92933
VagnerLulaSilva,4088
uneoficial,127345
edinhosilva,30621
paulopaim,126397
costa_rui,156526
guimaraes13PT,63351
MidiaNINJA,680650
redebrasilatual,74860
jaqueswagner,98730
VICENTINHOPT,39874
J_LIVRES,357911
erikakokay,172955
cartamaior,181364
vanessa_grazz,131490
brasil247,404425
pauloteixeira13,154730
albertocantalic,8860
senadorhumberto,186586
JuventudedoPT,16934
rfalcao13,143861
DeputadoFederal,358077
PTnoSenado,113666
brasildamudanca,6218
mariadorosario,386888
gleisi,750960
jandira_feghali,382334
Haddad_Fernando,2060777
ONUBrasil,362257
ptbrasil,944194
PTnaCamara,116064
jptnacional,47148
RedePT13,942
fpabramo,20024
agenciaPT13,14378
MudaMais,38729
dilmabr,6349069
inst_lula,229052
